,accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,road_condition,lighting_condition,fatalities,injuries,casualties,severity,weather_group
2333,KAG_002334,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,3,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2334,KAG_002335,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,3,31-50,Over 51,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2335,KAG_002336,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,4,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,7,Minor,Clear
2336,KAG_002337,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,1,Over 51,18-30,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2337,KAG_002338,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,3,Under 18,18-30,Reckless Driving,Dry,Daylight,0,0,6,Minor,Clear
2338,KAG_002339,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2339,KAG_002340,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2340,KAG_002341,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,3,31-50,Unknown,Speeding,Dry,Daylight,0,0,1,Minor,Clear
2341,KAG_002342,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,3,31-50,18-30,No Distancing/Rear End,Dry,Daylight,0,0,2,Minor,Clear
2342,KAG_002343,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Daylight,0,0,2,Minor,Clear
2343,KAG_002344,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,31-50,Unknown,Drunk/Drug Driving,Wet,Daylight,0,0,2,Minor,Clear
2344,KAG_002345,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Loss of Control,Wet,Daylight,0,0,2,Minor,Rainy
2345,KAG_002346,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2346,KAG_002347,Kaggle_road_csv,0,June,Monday,Unknown,Truck,Unidentified,2,18-30,Over 51,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
2347,KAG_002348,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2348,KAG_002349,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2349,KAG_002350,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2350,KAG_002351,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,1,31-50,31-50,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2351,KAG_002352,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Daylight,0,0,3,Minor,Clear
2352,KAG_002353,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2353,KAG_002354,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Dark,0,0,2,Minor,Clear
2354,KAG_002355,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,Over 51,31-50,Reckless Driving,Dry,Dark,0,0,4,Minor,Clear
2355,KAG_002356,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Dark,0,0,1,Serious,Clear
2356,KAG_002357,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2357,KAG_002358,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,3,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,3,Minor,Clear
2358,KAG_002359,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2359,KAG_002360,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2360,KAG_002361,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,3,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,5,Serious,Clear
2361,KAG_002362,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,3,31-50,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,5,Serious,Clear
2362,KAG_002363,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,2,Under 18,18-30,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Clear
2363,KAG_002364,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Clear
2364,KAG_002365,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Wet,Dark,0,0,3,Minor,Clear
2365,KAG_002366,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,3,Unknown,18-30,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2366,KAG_002367,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2367,KAG_002368,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2368,KAG_002369,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,1,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2369,KAG_002370,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2370,KAG_002371,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,31-50,31-50,Loss of Control,Dry,Daylight,0,0,1,Minor,Clear
2371,KAG_002372,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2372,KAG_002373,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,Unknown,18-30,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
2373,KAG_002374,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
2374,KAG_002375,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,1,31-50,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2375,KAG_002376,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Wet,Dark,0,0,2,Serious,Clear
2376,KAG_002377,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,3,Over 51,18-30,No Distancing/Rear End,Dry,Daylight,0,0,5,Minor,Clear
2377,KAG_002378,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,3,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,5,Minor,Clear
2378,KAG_002379,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,1,18-30,Unknown,Loss of Control,Dry,Daylight,0,0,1,Serious,Clear
2379,KAG_002380,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,2,Serious,Clear
2380,KAG_002381,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,1,Over 51,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Clear
2381,KAG_002382,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,3,18-30,Unknown,Lane Violation,Dry,Daylight,0,0,3,Minor,Clear
2382,KAG_002383,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,Loss of Control,Dry,Daylight,0,0,3,Minor,Clear
2383,KAG_002384,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,18-30,Over 51,Unknown/Other,Dry,Daylight,0,0,3,Minor,Clear
2384,KAG_002385,Kaggle_road_csv,0,June,Monday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Wet,Daylight,0,0,1,Minor,Rainy
2385,KAG_002386,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2386,KAG_002387,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Parking Issue,Dry,Daylight,0,0,1,Minor,Clear
2387,KAG_002388,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,1,Over 51,31-50,Unknown/Other,Wet,Daylight,0,0,1,Fatal,Clear
2388,KAG_002389,Kaggle_road_csv,0,July,Tuesday,Unknown,Truck,Unidentified,3,31-50,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Rainy
2389,KAG_002390,Kaggle_road_csv,0,July,Tuesday,Unknown,Truck,Unidentified,3,31-50,Under 18,Reckless Driving,Wet,Dark,0,0,1,Minor,Rainy
2390,KAG_002391,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Clear
2391,KAG_002392,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,18-30,18-30,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
2392,KAG_002393,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,Under 18,18-30,Reckless Driving,Wet,Daylight,0,0,1,Serious,Clear
2393,KAG_002394,Kaggle_road_csv,0,June,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Speeding,Wet,Dark,0,0,1,Minor,Rainy
2394,KAG_002395,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Dry,Dark,0,0,1,Serious,Clear
2395,KAG_002396,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Dark,0,0,1,Serious,Clear
2396,KAG_002397,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,3,18-30,Unknown,Unknown/Other,Wet,Daylight,0,0,1,Minor,Clear
2397,KAG_002398,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Wet,Dark,0,0,2,Minor,Clear
2398,KAG_002399,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2399,KAG_002400,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2400,KAG_002401,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,Under 18,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2401,KAG_002402,Kaggle_road_csv,0,March,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2402,KAG_002403,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,Under 18,18-30,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2403,KAG_002404,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,Under 18,31-50,Reckless Driving,Wet,Dark,0,0,1,Minor,Clear
2404,KAG_002405,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,4,Under 18,31-50,Unknown/Other,Dry,Dark,0,0,1,Minor,Clear
2405,KAG_002406,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,4,Unknown,18-30,Lane Violation,Dry,Dark,0,0,1,Minor,Clear
2406,KAG_002407,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,18-30,31-50,Loss of Control,Dry,Dark,0,0,1,Minor,Clear
2407,KAG_002408,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2408,KAG_002409,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2409,KAG_002410,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2410,KAG_002411,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Under 18,Under 18,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2411,KAG_002412,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,1,Over 51,31-50,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
2412,KAG_002413,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,3,Unknown,18-30,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2413,KAG_002414,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2414,KAG_002415,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2415,KAG_002416,Kaggle_road_csv,0,April,Tuesday,Unknown,Truck,Unidentified,3,31-50,18-30,Lane Violation,Dry,Daylight,0,0,3,Serious,Clear
2416,KAG_002417,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,3,Under 18,18-30,No Distancing/Rear End,Dry,Daylight,0,0,3,Serious,Clear
2417,KAG_002418,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,3,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2418,KAG_002419,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,3,18-30,18-30,No Distancing/Rear End,Dry,Dark,0,0,3,Minor,Clear
2419,KAG_002420,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,3,18-30,Unknown,No Distancing/Rear End,Dry,Dark,0,0,3,Minor,Clear
2420,KAG_002421,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,Over 51,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2421,KAG_002422,Kaggle_road_csv,0,April,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2422,KAG_002423,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2423,KAG_002424,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2424,KAG_002425,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2425,KAG_002426,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2426,KAG_002427,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,3,18-30,18-30,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2427,KAG_002428,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,Over 51,Over 51,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
2428,KAG_002429,Kaggle_road_csv,0,March,Friday,Unknown,Truck,Unidentified,2,Unknown,31-50,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2429,KAG_002430,Kaggle_road_csv,0,October,Sunday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2430,KAG_002431,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,2,31-50,31-50,Lane Violation,Wet,Daylight,0,0,1,Minor,Clear
2431,KAG_002432,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Dry,Daylight,0,0,2,Serious,Clear
2432,KAG_002433,Kaggle_road_csv,0,March,Sunday,Unknown,Truck,Unidentified,1,31-50,18-30,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
2433,KAG_002434,Kaggle_road_csv,0,April,Wednesday,Unknown,Truck,Unidentified,3,18-30,Unknown,Reckless Driving,Wet,Daylight,0,0,4,Minor,Clear
2434,KAG_002435,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,3,Under 18,31-50,No Distancing/Rear End,Wet,Daylight,0,0,4,Minor,Clear
2435,KAG_002436,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Wet,Daylight,0,0,1,Minor,Clear
2436,KAG_002437,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2437,KAG_002438,Kaggle_road_csv,0,April,Thursday,Unknown,Truck,Unidentified,3,Under 18,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2438,KAG_002439,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,3,Over 51,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2439,KAG_002440,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,3,Unknown,Over 51,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2440,KAG_002441,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,3,18-30,31-50,Lane Violation,Dry,Daylight,0,0,3,Minor,Clear
2441,KAG_002442,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,3,31-50,Unknown,Loss of Control,Dry,Daylight,0,0,3,Minor,Clear
2442,KAG_002443,Kaggle_road_csv,0,April,Monday,Unknown,Truck,Unidentified,3,31-50,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,3,Minor,Clear
2443,KAG_002444,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,2,18-30,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2444,KAG_002445,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2445,KAG_002446,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2446,KAG_002447,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,18-30,Over 51,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2447,KAG_002448,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,18-30,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2448,KAG_002449,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,3,18-30,Under 18,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2449,KAG_002450,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,1,Under 18,18-30,Reckless Driving,Dry,Dark,0,0,2,Serious,Clear
2450,KAG_002451,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,2,31-50,Under 18,Reckless Driving,Dry,Daylight,0,0,2,Minor,Clear
2451,KAG_002452,Kaggle_road_csv,0,July,Sunday,Unknown,Truck,Unidentified,2,18-30,Over 51,Reckless Driving,Wet,Daylight,0,0,4,Fatal,Rainy
2452,KAG_002453,Kaggle_road_csv,0,March,Saturday,Unknown,Truck,Unidentified,1,31-50,Unknown,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2453,KAG_002454,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,31-50,Over 51,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2454,KAG_002455,Kaggle_road_csv,0,August,Saturday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2455,KAG_002456,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,3,31-50,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2456,KAG_002457,Kaggle_road_csv,0,May,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2457,KAG_002458,Kaggle_road_csv,0,October,Wednesday,Unknown,Truck,Unidentified,2,31-50,Under 18,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2458,KAG_002459,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,1,Unknown,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2459,KAG_002460,Kaggle_road_csv,0,July,Tuesday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Lane Violation,Wet,Daylight,0,0,4,Minor,Rainy
2460,KAG_002461,Kaggle_road_csv,0,August,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Drunk/Drug Driving,Wet,Daylight,0,0,4,Minor,Rainy
2461,KAG_002462,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,1,Over 51,Unknown,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2462,KAG_002463,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,1,Under 18,31-50,Loss of Control,Dry,Daylight,0,0,1,Serious,Clear
2463,KAG_002464,Kaggle_road_csv,0,May,Sunday,Unknown,Truck,Unidentified,2,18-30,Under 18,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
2464,KAG_002465,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,Over 51,18-30,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2465,KAG_002466,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Dry,Daylight,0,0,1,Serious,Clear
2466,KAG_002467,Kaggle_road_csv,0,October,Friday,Unknown,Truck,Unidentified,2,31-50,31-50,No Distancing/Rear End,Dry,Daylight,0,0,1,Serious,Clear
2467,KAG_002468,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,3,18-30,Unknown,Loss of Control,Wet,Daylight,0,0,2,Serious,Rainy
2468,KAG_002469,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,3,31-50,18-30,Drunk/Drug Driving,Wet,Daylight,0,0,2,Serious,Rainy
2469,KAG_002470,Kaggle_road_csv,0,April,Saturday,Unknown,Truck,Unidentified,2,Under 18,18-30,Lane Violation,Dry,Daylight,0,0,1,Serious,Clear
2470,KAG_002471,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,1,18-30,Unknown,Reckless Driving,Wet,Dark,0,0,1,Serious,Clear
2471,KAG_002472,Kaggle_road_csv,0,October,Thursday,Unknown,Truck,Unidentified,2,Over 51,18-30,Lane Violation,Dry,Daylight,0,0,2,Minor,Clear
2472,KAG_002473,Kaggle_road_csv,0,May,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
2473,KAG_002474,Kaggle_road_csv,0,October,Monday,Unknown,Truck,Unidentified,2,Over 51,18-30,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2474,KAG_002475,Kaggle_road_csv,0,March,Monday,Unknown,Truck,Unidentified,2,18-30,31-50,Reckless Driving,Dry,Daylight,0,0,1,Minor,Clear
2475,KAG_002476,Kaggle_road_csv,0,March,Thursday,Unknown,Truck,Unidentified,2,Over 51,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2476,KAG_002477,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,Over 51,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2477,KAG_002478,Kaggle_road_csv,0,October,Saturday,Unknown,Truck,Unidentified,1,31-50,Under 18,Reckless Driving,Dry,Dark,0,0,1,Minor,Clear
2478,KAG_002479,Kaggle_road_csv,0,July,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,No Distancing/Rear End,Wet,Daylight,0,0,1,Minor,Rainy
2479,KAG_002480,Kaggle_road_csv,0,July,Thursday,Unknown,Truck,Unidentified,2,31-50,18-30,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2480,KAG_002481,Kaggle_road_csv,0,June,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Reckless Driving,Wet,Daylight,0,0,1,Minor,Rainy
2481,KAG_002482,Kaggle_road_csv,0,August,Wednesday,Unknown,Truck,Unidentified,1,Over 51,31-50,No Distancing/Rear End,Wet,Daylight,0,0,1,Serious,Rainy
2482,KAG_002483,Kaggle_road_csv,0,April,Friday,Unknown,Truck,Unidentified,1,18-30,Unknown,Lane Violation,Dry,Dark,0,0,1,Serious,Clear
2483,KAG_002484,Kaggle_road_csv,0,July,Monday,Unknown,Truck,Unidentified,2,18-30,Under 18,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Rainy
2484,KAG_002485,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Lane Violation,Dry,Daylight,0,0,1,Minor,Clear
2485,KAG_002486,Kaggle_road_csv,0,October,Tuesday,Unknown,Truck,Unidentified,1,18-30,Unknown,No Distancing/Rear End,Dry,Daylight,0,0,1,Minor,Clear
2486,KAG_002487,Kaggle_road_csv,0,May,Monday,Unknown,Truck,Unidentified,3,31-50,Under 18,No Distancing/Rear End,Dry,Dark,0,0,1,Minor,Clear
2487,KAG_002488,Kaggle_road_csv,0,May,Saturday,Unknown,Truck,Unidentified,1,31-50,Over 51,Reckless Driving,Wet,Dark,0,0,1,Minor,Clear
2488,KAG_002489,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Drunk/Drug Driving,Wet,Dark,0,0,1,Minor,Clear
2489,KAG_002490,Kaggle_road_csv,0,May,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
2490,KAG_002491,Kaggle_road_csv,0,September,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Lane Violation,Wet,Dark,0,0,1,Minor,Rainy
2491,KAG_002492,Kaggle_road_csv,0,May,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,No Distancing/Rear End,Wet,Dark,0,0,1,Minor,Clear
