accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,weather_condition,road_condition,lighting_condition,fatalities,injuries,casualties,severity
KAG_002225,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Under 18,18-30,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002226,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Under 18,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002227,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,18-30,No Priority To Pedestrian,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002228,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,18-30,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002229,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Under 18,Other,Normal,Dry,Daylight,0,0,1,Minor
KAG_002230,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002231,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,4,18-30,Over 51,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_002232,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,Other,Normal,Dry,Daylight,0,0,1,Minor
KAG_002233,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002234,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,18-30,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002235,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,18-30,No Distancing,Normal,Dry,Daylight,0,0,2,Minor
KAG_002236,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,3,18-30,Under 18,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002237,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,18-30,31-50,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,2,Serious
KAG_002238,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Over 51,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_002239,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,3,18-30,31-50,Changing Lane To The Left,Normal,Dry,Daylight,0,0,2,Minor
KAG_002240,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,3,31-50,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,2,Minor
KAG_002241,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,4,Over 51,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,4,Minor
KAG_002242,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,1,31-50,18-30,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002243,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_002244,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Over 51,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002245,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002246,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Under 18,Driving Carelessly,Normal,Dry,Daylight,0,0,2,Serious
KAG_002247,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,Under 18,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002248,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,2,Minor
KAG_002249,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002250,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,31-50,Overtaking,Normal,Dry,Daylight,0,0,1,Minor
KAG_002251,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,Under 18,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002252,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Unknown,Overtaking,Normal,Dry,Daylight,0,0,2,Minor
KAG_002253,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,31-50,18-30,Overtaking,Normal,Dry,Daylight,0,0,1,Serious
KAG_002254,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002255,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Over 51,Unknown,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002256,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,1,Serious
KAG_002257,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Under 18,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002258,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,18-30,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002259,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Over 51,No Priority To Pedestrian,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002260,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,31-50,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002261,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,Overtaking,Normal,Dry,Daylight,0,0,1,Minor
KAG_002262,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,18-30,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_002263,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Over 51,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_002264,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,18-30,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002265,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,Over 51,Over 51,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002266,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Unknown,Under 18,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002267,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,31-50,Overloading,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002268,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,18-30,Other,Normal,Dry,Daylight,0,0,2,Minor
KAG_002269,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,Unknown,Unknown,Changing Lane To The Left,Normal,Dry,Darkness - No Lighting,0,0,1,Minor
KAG_002270,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Under 18,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,2,Minor
KAG_002271,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_002272,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Right,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002273,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,18-30,31-50,Other,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002274,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002275,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Left,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002276,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Pedestrian,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002277,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Carelessly,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002278,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002279,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,Over 51,Under 18,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002280,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,1,31-50,Unknown,Changing Lane To The Right,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002281,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,18-30,Changing Lane To The Left,Cloudy,Dry,Daylight,0,0,2,Minor
KAG_002282,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_002283,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,18-30,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002284,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Over 51,31-50,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002285,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Pedestrian,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002286,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,Over 51,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,2,Minor
KAG_002287,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,No Priority To Vehicle,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002288,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,1,Over 51,Over 51,No Distancing,Normal,Dry,Daylight,0,0,1,Serious
KAG_002289,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,3,31-50,31-50,No Distancing,Normal,Wet Or Damp,Daylight,0,0,6,Minor
KAG_002290,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,3,31-50,18-30,Driving Carelessly,Normal,Wet Or Damp,Daylight,0,0,6,Minor
KAG_002291,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,3,31-50,Over 51,No Priority To Pedestrian,Normal,Wet Or Damp,Daylight,0,0,6,Minor
KAG_002292,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,Over 51,No Priority To Vehicle,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,2,Minor
KAG_002293,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,Over 51,Unknown,Driving Carelessly,Normal,Wet Or Damp,Darkness - No Lighting,0,0,1,Minor
KAG_002294,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,18-30,Driving Carelessly,Normal,Wet Or Damp,Darkness - No Lighting,0,0,1,Minor
KAG_002295,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,31-50,Unknown,Driving Carelessly,Normal,Wet Or Damp,Darkness - No Lighting,0,0,1,Minor
KAG_002296,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,31-50,31-50,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002297,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,31-50,Over 51,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002298,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,18-30,31-50,Driving To The Left,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002299,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Under 18,31-50,Other,Normal,Dry,Daylight,0,0,2,Serious
KAG_002300,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002301,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,31-50,Driving To The Left,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002302,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Over 51,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002303,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Left,Other,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002304,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,3,31-50,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,2,Minor
KAG_002305,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Over 51,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002306,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Unknown,No Priority To Vehicle,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002307,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,Unknown,Moving Backward,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002308,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,31-50,18-30,Turnover,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002309,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,Other,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_002310,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,18-30,Unknown,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002311,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002312,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,31-50,Changing Lane To The Left,Normal,Dry,Daylight,0,0,2,Minor
KAG_002313,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,31-50,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002314,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,Under 18,No Priority To Pedestrian,Raining,Wet Or Damp,Daylight,0,0,2,Minor
KAG_002315,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,Unknown,31-50,No Priority To Vehicle,Normal,Dry,Darkness - No Lighting,0,0,2,Minor
KAG_002316,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,Unknown,Under 18,Driving Carelessly,Normal,Dry,Darkness - No Lighting,0,0,2,Minor
KAG_002317,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,18-30,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_002318,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Unknown,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002319,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,31-50,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,7,Minor
KAG_002320,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Unknown,Moving Backward,Normal,Dry,Daylight,0,0,3,Serious
KAG_002321,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,Over 51,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Minor
KAG_002322,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,Over 51,Under 18,Overturning,Normal,Dry,Daylight,0,0,1,Minor
KAG_002323,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,31-50,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002324,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002325,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Over 51,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002326,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Left,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002327,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,18-30,Under 18,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Serious
KAG_002328,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,31-50,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_002329,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,3,31-50,Under 18,No Priority To Vehicle,Normal,Dry,Daylight,0,0,3,Minor
KAG_002330,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Vehicle,Normal,Wet Or Damp,Daylight,0,0,3,Minor
KAG_002331,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_002332,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,31-50,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002333,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,18-30,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,4,Minor
KAG_002334,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,3,18-30,31-50,No Distancing,Normal,Dry,Daylight,0,0,1,Serious
KAG_002335,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,3,31-50,Over 51,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Serious
KAG_002336,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,4,31-50,Unknown,No Distancing,Normal,Dry,Daylight,0,0,7,Minor
KAG_002337,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,Over 51,18-30,No Priority To Pedestrian,Normal,Dry,Daylight,0,0,1,Minor
KAG_002338,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,3,Under 18,18-30,Getting Off The Vehicle Improperly,Normal,Dry,Daylight,0,0,6,Minor
KAG_002339,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002340,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002341,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,Unknown,Driving At High Speed,Normal,Dry,Daylight,0,0,1,Minor
KAG_002342,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,18-30,No Distancing,Normal,Dry,Daylight,0,0,2,Minor
KAG_002343,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,31-50,Driving Carelessly,Normal,Wet Or Damp,Daylight,0,0,2,Minor
KAG_002344,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,31-50,Unknown,Driving Under The Influence Of Drugs,Normal,Wet Or Damp,Daylight,0,0,2,Minor
KAG_002345,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Unknown,Overturning,Raining,Wet Or Damp,Daylight,0,0,2,Minor
KAG_002346,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002347,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,Over 51,Moving Backward,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002348,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,31-50,Unknown,Getting Off The Vehicle Improperly,Normal,Dry,Daylight,0,0,2,Minor
KAG_002349,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Under 18,Unknown,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002350,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,31-50,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002351,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,1,31-50,31-50,Changing Lane To The Right,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002352,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,31-50,No Priority To Vehicle,Other,Wet Or Damp,Daylight,0,0,3,Minor
KAG_002353,Kaggle_road_csv,0,,Saturday,Unknown,Truck,Unknown,2,18-30,Unknown,Driving Carelessly,Normal,Dry,Daylight,0,0,1,Minor
KAG_002354,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,18-30,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,2,Minor
KAG_002355,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Over 51,31-50,Driving Carelessly,Normal,Dry,Darkness - Lights Lit,0,0,4,Minor
KAG_002356,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,31-50,Unknown,Overtaking,Normal,Dry,Darkness - Lights Lit,0,0,1,Serious
KAG_002357,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002358,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,31-50,Unknown,No Distancing,Normal,Dry,Daylight,0,0,3,Minor
KAG_002359,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,No Distancing,Normal,Dry,Daylight,0,0,1,Serious
KAG_002360,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,Under 18,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Serious
KAG_002361,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,31-50,No Distancing,Normal,Dry,Daylight,0,0,5,Serious
KAG_002362,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,Over 51,No Distancing,Normal,Dry,Daylight,0,0,5,Serious
KAG_002363,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Under 18,18-30,No Distancing,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002364,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,Over 51,Unknown,Getting Off The Vehicle Improperly,Normal,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002365,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,18-30,31-50,Moving Backward,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,3,Minor
KAG_002366,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,Unknown,18-30,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Serious
KAG_002367,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,18-30,Moving Backward,Normal,Dry,Daylight,0,0,1,Serious
KAG_002368,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,Unknown,Moving Backward,Raining,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002369,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,18-30,Unknown,Changing Lane To The Right,Normal,Dry,Daylight,0,0,1,Minor
KAG_002370,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,31-50,31-50,No Priority To Vehicle,Normal,Dry,Daylight,0,0,1,Minor
KAG_002371,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,31-50,31-50,Turnover,Normal,Dry,Daylight,0,0,1,Minor
KAG_002372,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Daylight,0,0,1,Minor
KAG_002373,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,Unknown,18-30,Changing Lane To The Right,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002374,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Dry,Darkness - Lights Lit,0,0,1,Minor
KAG_002375,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,1,31-50,31-50,Changing Lane To The Left,Normal,Dry,Daylight,0,0,1,Minor
KAG_002376,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,2,18-30,Unknown,No Distancing,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,2,Serious
KAG_002377,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,Over 51,18-30,No Distancing,Normal,Dry,Daylight,0,0,5,Minor
KAG_002378,Kaggle_road_csv,0,,Friday,Unknown,Truck,Unknown,3,31-50,31-50,No Distancing,Normal,Dry,Daylight,0,0,5,Minor
KAG_002379,Kaggle_road_csv,0,,Sunday,Unknown,Truck,Unknown,1,18-30,Unknown,Overturning,Normal,Dry,Daylight,0,0,1,Serious
KAG_002380,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,2,18-30,31-50,No Distancing,Normal,Dry,Daylight,0,0,2,Serious
KAG_002381,Kaggle_road_csv,0,,Thursday,Unknown,Truck,Unknown,1,Over 51,Unknown,Changing Lane To The Right,Normal,Wet Or Damp,Darkness - Lights Lit,0,0,1,Minor
KAG_002382,Kaggle_road_csv,0,,Tuesday,Unknown,Truck,Unknown,3,18-30,Unknown,Changing Lane To The Left,Normal,Dry,Daylight,0,0,3,Minor
KAG_002383,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,18-30,Overloading,Normal,Dry,Daylight,0,0,3,Minor
KAG_002384,Kaggle_road_csv,0,,Wednesday,Unknown,Truck,Unknown,2,18-30,Over 51,Other,Normal,Dry,Daylight,0,0,3,Minor
KAG_002385,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Under 18,Changing Lane To The Left,Raining,Wet Or Damp,Daylight,0,0,1,Minor
KAG_002386,Kaggle_road_csv,0,,Monday,Unknown,Truck,Unknown,2,31-50,Unknown,No Priority To Pedestrian,Raining,Wet Or Damp,Daylight,0,0,1,Minor
